id,season,city,date,home_team,away_team,toss_winner,toss_decision,venue,winner,weight_home,weight_away,totMatch_home,totMatch_away,playerPtsSum_home,playerPtsSum_away
228,2011,Chandigarh,10-05-2011,KXIP,MI,MI,field,"Punjab Cricket Association Stadium, Mohali",KXIP,0,0,0,0,0,0
229,2011,Jaipur,11-05-2011,RR,RCB,RCB,field,Sawai Mansingh Stadium,RCB,0,0,0,0,0,0
230,2011,Chennai,12-05-2011,CSK,DD,CSK,bat,"MA Chidambaram Stadium, Chepauk",CSK,0,0,0,0,0,0
231,2011,Indore,13-05-2011,KTK,KXIP,KXIP,field,Holkar Cricket Stadium,KXIP,0,0,0,0,0,0
232,2011,Bangalore,14-05-2011,KKR,RCB,RCB,field,M Chinnaswamy Stadium,RCB,0,0,0,0,0,0
233,2011,Mumbai,14-05-2011,DC,MI,DC,bat,Wankhede Stadium,DC,0,0,0,0,0,0
234,2011,Dharamsala,15-05-2011,KXIP,DD,DD,field,Himachal Pradesh Cricket Association Stadium,KXIP,0,0,0,0,0,0
235,2011,Indore,15-05-2011,RR,KTK,KTK,field,Holkar Cricket Stadium,KTK,0,0,0,0,0,0
236,2011,Mumbai,16-05-2011,PW,DC,DC,field,Dr DY Patil Sports Academy,DC,0,0,0,0,0,0
237,2011,Dharamsala,17-05-2011,KXIP,RCB,KXIP,bat,Himachal Pradesh Cricket Association Stadium,KXIP,0,0,0,0,0,0
238,2011,Chennai,18-05-2011,CSK,KTK,CSK,bat,"MA Chidambaram Stadium, Chepauk",CSK,0,0,0,0,0,0
239,2011,Mumbai,19-05-2011,PW,KKR,KKR,field,Dr DY Patil Sports Academy,KKR,0,0,0,0,0,0
240,2011,Mumbai,20-05-2011,MI,RR,MI,bat,Wankhede Stadium,RR,0,0,0,0,0,0
241,2011,Dharamsala,21-05-2011,DC,KXIP,KXIP,field,Himachal Pradesh Cricket Association Stadium,DC,0,0,0,0,0,0
242,2011,Delhi,21-05-2011,DD,PW,DD,bat,Feroz Shah Kotla,,0,0,0,0,0,0
243,2011,Bangalore,22-05-2011,CSK,RCB,RCB,field,M Chinnaswamy Stadium,RCB,0,0,0,0,0,0
244,2011,Kolkata,22-05-2011,KKR,MI,MI,field,Eden Gardens,MI,0,0,0,0,0,0
245,2011,Mumbai,24-05-2011,RCB,CSK,CSK,field,Wankhede Stadium,CSK,0,0,0,0,0,0
246,2011,Mumbai,25-05-2011,KKR,MI,MI,field,Wankhede Stadium,MI,0,0,0,0,0,0
247,2011,Chennai,27-05-2011,RCB,MI,MI,field,"MA Chidambaram Stadium, Chepauk",RCB,0,0,0,0,0,0
248,2011,Chennai,28-05-2011,CSK,RCB,CSK,bat,"MA Chidambaram Stadium, Chepauk",CSK,0,0,0,0,0,0
249,2012,Chennai,04-04-2012,CSK,MI,MI,field,"MA Chidambaram Stadium, Chepauk",MI,0,0,0,0,0,0
250,2012,Kolkata,05-04-2012,KKR,DD,DD,field,Eden Gardens,DD,0,0,0,0,0,0
251,2012,Mumbai,06-04-2012,PW,MI,MI,field,Wankhede Stadium,PW,0,0,0,0,0,0
252,2012,Jaipur,06-04-2012,RR,KXIP,KXIP,field,Sawai Mansingh Stadium,RR,0,0,0,0,0,0
253,2012,Bangalore,07-04-2012,RCB,DD,DD,field,M Chinnaswamy Stadium,RCB,0,0,0,0,0,0
254,2012,Visakhapatnam,07-04-2012,CSK,DC,DC,field,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,CSK,0,0,0,0,0,0
255,2012,Jaipur,08-04-2012,RR,KKR,KKR,field,Sawai Mansingh Stadium,RR,0,0,0,0,0,0
256,2012,Pune,08-04-2012,PW,KXIP,PW,bat,Subrata Roy Sahara Stadium,PW,0,0,0,0,0,0
257,2012,Visakhapatnam,09-04-2012,DC,MI,DC,bat,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,MI,0,0,0,0,0,0
258,2012,Bangalore,10-04-2012,KKR,RCB,RCB,field,M Chinnaswamy Stadium,KKR,0,0,0,0,0,0
259,2012,Delhi,10-04-2012,CSK,DD,DD,field,Feroz Shah Kotla,DD,0,0,0,0,0,0
260,2012,Mumbai,11-04-2012,MI,RR,RR,field,Wankhede Stadium,MI,0,0,0,0,0,0
261,2012,Chennai,12-04-2012,RCB,CSK,RCB,bat,"MA Chidambaram Stadium, Chepauk",CSK,0,0,0,0,0,0
262,2012,Chandigarh,12-04-2012,PW,KXIP,KXIP,field,"Punjab Cricket Association Stadium, Mohali",KXIP,0,0,0,0,0,0
263,2012,Kolkata,13-04-2012,RR,KKR,RR,bat,Eden Gardens,KKR,0,0,0,0,0,0
264,2012,Delhi,19-04-2012,DC,DD,DC,bat,Feroz Shah Kotla,DD,0,0,0,0,0,0
265,2012,Pune,14-04-2012,CSK,PW,CSK,bat,Subrata Roy Sahara Stadium,PW,0,0,0,0,0,0
266,2012,Kolkata,15-04-2012,KXIP,KKR,KKR,field,Eden Gardens,KXIP,0,0,0,0,0,0
267,2012,Bangalore,15-04-2012,RR,RCB,RR,bat,M Chinnaswamy Stadium,RR,0,0,0,0,0,0
268,2012,Mumbai,16-04-2012,MI,DD,DD,field,Wankhede Stadium,DD,0,0,0,0,0,0
269,2012,Jaipur,17-04-2012,DC,RR,DC,bat,Sawai Mansingh Stadium,RR,0,0,0,0,0,0
270,2012,Bangalore,17-04-2012,PW,RCB,PW,bat,M Chinnaswamy Stadium,RCB,0,0,0,0,0,0
271,2012,Chandigarh,18-04-2012,KXIP,KKR,KXIP,bat,"Punjab Cricket Association Stadium, Mohali",KKR,0,0,0,0,0,0
272,2012,Hyderabad,10-05-2012,DC,DD,DC,bat,"Rajiv Gandhi International Stadium, Uppal",DD,0,0,0,0,0,0
273,2012,Chennai,19-04-2012,CSK,PW,PW,field,"MA Chidambaram Stadium, Chepauk",CSK,0,0,0,0,0,0
274,2012,Chandigarh,20-04-2012,KXIP,RCB,RCB,field,"Punjab Cricket Association Stadium, Mohali",RCB,0,0,0,0,0,0
275,2012,Chennai,21-04-2012,RR,CSK,RR,bat,"MA Chidambaram Stadium, Chepauk",CSK,0,0,0,0,0,0
276,2012,Delhi,21-04-2012,PW,DD,DD,field,Feroz Shah Kotla,PW,0,0,0,0,0,0
277,2012,Mumbai,22-04-2012,MI,KXIP,MI,bat,Wankhede Stadium,KXIP,0,0,0,0,0,0
278,2012,Cuttack,22-04-2012,DC,KKR,KKR,field,Barabati Stadium,KKR,0,0,0,0,0,0
279,2012,Jaipur,23-04-2012,RCB,RR,RR,field,Sawai Mansingh Stadium,RCB,0,0,0,0,0,0
280,2012,Pune,24-04-2012,PW,DD,PW,bat,Subrata Roy Sahara Stadium,DD,0,0,0,0,0,0
281,2012,Chandigarh,25-04-2012,KXIP,MI,KXIP,bat,"Punjab Cricket Association Stadium, Mohali",MI,0,0,0,0,0,0
282,2012,Pune,26-04-2012,DC,PW,DC,bat,Subrata Roy Sahara Stadium,DC,0,0,0,0,0,0
283,2012,Delhi,27-04-2012,DD,MI,MI,field,Feroz Shah Kotla,DD,0,0,0,0,0,0
284,2012,Chennai,28-04-2012,KXIP,CSK,KXIP,bat,"MA Chidambaram Stadium, Chepauk",KXIP,0,0,0,0,0,0
285,2012,Kolkata,28-04-2012,KKR,RCB,KKR,bat,Eden Gardens,KKR,0,0,0,0,0,0
286,2012,Delhi,29-04-2012,DD,RR,DD,bat,Feroz Shah Kotla,DD,0,0,0,0,0,0
287,2012,Mumbai,29-04-2012,DC,MI,MI,field,Wankhede Stadium,MI,0,0,0,0,0,0
288,2012,Chennai,30-04-2012,CSK,KKR,CSK,bat,"MA Chidambaram Stadium, Chepauk",KKR,0,0,0,0,0,0
289,2012,Cuttack,01-05-2012,DC,PW,DC,bat,Barabati Stadium,DC,0,0,0,0,0,0
290,2012,Jaipur,01-05-2012,RR,DD,RR,bat,Sawai Mansingh Stadium,DD,0,0,0,0,0,0
291,2012,Bangalore,02-05-2012,RCB,KXIP,KXIP,field,M Chinnaswamy Stadium,KXIP,0,0,0,0,0,0
292,2012,Pune,03-05-2012,MI,PW,MI,bat,Subrata Roy Sahara Stadium,MI,0,0,0,0,0,0
293,2012,Chennai,04-05-2012,CSK,DC,CSK,bat,"MA Chidambaram Stadium, Chepauk",CSK,0,0,0,0,0,0
294,2012,Kolkata,05-05-2012,KKR,PW,KKR,bat,Eden Gardens,KKR,0,0,0,0,0,0
295,2012,Chandigarh,05-05-2012,RR,KXIP,RR,bat,"Punjab Cricket Association Stadium, Mohali",RR,0,0,0,0,0,0
296,2012,Mumbai,06-05-2012,CSK,MI,MI,field,Wankhede Stadium,MI,0,0,0,0,0,0
297,2012,Bangalore,06-05-2012,DC,RCB,RCB,field,M Chinnaswamy Stadium,RCB,0,0,0,0,0,0
298,2012,Delhi,07-05-2012,DD,KKR,DD,bat,Feroz Shah Kotla,KKR,0,0,0,0,0,0
299,2012,Pune,08-05-2012,PW,RR,PW,bat,Subrata Roy Sahara Stadium,RR,0,0,0,0,0,0
300,2012,Hyderabad,08-05-2012,KXIP,DC,DC,field,"Rajiv Gandhi International Stadium, Uppal",KXIP,0,0,0,0,0,0
301,2012,Mumbai,09-05-2012,MI,RCB,RCB,field,Wankhede Stadium,RCB,0,0,0,0,0,0
302,2012,Jaipur,10-05-2012,RR,CSK,CSK,field,Sawai Mansingh Stadium,CSK,0,0,0,0,0,0
303,2012,Pune,11-05-2012,RCB,PW,PW,field,Subrata Roy Sahara Stadium,RCB,0,0,0,0,0,0
304,2012,Kolkata,12-05-2012,MI,KKR,MI,bat,Eden Gardens,MI,0,0,0,0,0,0
305,2012,Chennai,12-05-2012,DD,CSK,CSK,field,"MA Chidambaram Stadium, Chepauk",CSK,0,0,0,0,0,0
306,2012,Jaipur,13-05-2012,RR,PW,RR,bat,Sawai Mansingh Stadium,RR,0,0,0,0,0,0
307,2012,Chandigarh,13-05-2012,DC,KXIP,DC,bat,"Punjab Cricket Association Stadium, Mohali",KXIP,0,0,0,0,0,0
308,2012,Bangalore,14-05-2012,RCB,MI,MI,field,M Chinnaswamy Stadium,MI,0,0,0,0,0,0
309,2012,Kolkata,14-05-2012,KKR,CSK,CSK,field,Eden Gardens,CSK,0,0,0,0,0,0
310,2012,Delhi,15-05-2012,KXIP,DD,KXIP,bat,Feroz Shah Kotla,DD,0,0,0,0,0,0
311,2012,Mumbai,16-05-2012,KKR,MI,MI,field,Wankhede Stadium,KKR,0,0,0,0,0,0
312,2012,Dharamsala,17-05-2012,CSK,KXIP,KXIP,field,Himachal Pradesh Cricket Association Stadium,KXIP,0,0,0,0,0,0
313,2012,Delhi,17-05-2012,RCB,DD,DD,field,Feroz Shah Kotla,RCB,0,0,0,0,0,0
314,2012,Hyderabad,18-05-2012,RR,DC,RR,bat,"Rajiv Gandhi International Stadium, Uppal",DC,0,0,0,0,0,0
315,2012,Dharamsala,19-05-2012,KXIP,DD,DD,field,Himachal Pradesh Cricket Association Stadium,DD,0,0,0,0,0,0
316,2012,Pune,19-05-2012,KKR,PW,KKR,bat,Subrata Roy Sahara Stadium,KKR,0,0,0,0,0,0
317,2012,Hyderabad,20-05-2012,DC,RCB,RCB,field,"Rajiv Gandhi International Stadium, Uppal",DC,0,0,0,0,0,0
318,2012,Jaipur,20-05-2012,RR,MI,RR,bat,Sawai Mansingh Stadium,MI,0,0,0,0,0,0
319,2012,Pune,22-05-2012,KKR,DD,KKR,bat,Subrata Roy Sahara Stadium,KKR,0,0,0,0,0,0
320,2012,Bangalore,23-05-2012,CSK,MI,MI,field,M Chinnaswamy Stadium,CSK,0,0,0,0,0,0
321,2012,Chennai,25-05-2012,CSK,DD,DD,field,"MA Chidambaram Stadium, Chepauk",CSK,0,0,0,0,0,0
322,2012,Chennai,27-05-2012,CSK,KKR,CSK,bat,"MA Chidambaram Stadium, Chepauk",KKR,0,0,0,0,0,0
323,2013,Kolkata,03-04-2013,DD,KKR,KKR,field,Eden Gardens,KKR,0,0,0,0,0,0
324,2013,Bangalore,04-04-2013,RCB,MI,MI,field,M Chinnaswamy Stadium,RCB,0,0,0,0,0,0
325,2013,Hyderabad,05-04-2013,SH,PW,PW,field,"Rajiv Gandhi International Stadium, Uppal",SH,0,0,0,0,0,0
326,2013,Delhi,06-04-2013,RR,DD,RR,bat,Feroz Shah Kotla,RR,0,0,0,0,0,0
327,2013,Chennai,06-04-2013,MI,CSK,MI,bat,"MA Chidambaram Stadium, Chepauk",MI,0,0,0,0,0,0
328,2013,Pune,07-04-2013,PW,KXIP,PW,bat,Subrata Roy Sahara Stadium,KXIP,0,0,0,0,0,0
329,2013,Hyderabad,07-04-2013,RCB,SH,RCB,bat,"Rajiv Gandhi International Stadium, Uppal",SH,0,0,0,0,0,0
330,2013,Jaipur,08-04-2013,RR,KKR,KKR,field,Sawai Mansingh Stadium,RR,0,0,0,0,0,0
331,2013,Mumbai,09-04-2013,MI,DD,MI,bat,Wankhede Stadium,MI,0,0,0,0,0,0
332,2013,Chandigarh,10-04-2013,KXIP,CSK,CSK,field,"Punjab Cricket Association Stadium, Mohali",CSK,0,0,0,0,0,0
333,2013,Bangalore,11-04-2013,KKR,RCB,RCB,field,M Chinnaswamy Stadium,RCB,0,0,0,0,0,0
334,2013,Pune,11-04-2013,RR,PW,RR,bat,Subrata Roy Sahara Stadium,PW,0,0,0,0,0,0
335,2013,Delhi,12-04-2013,DD,SH,DD,bat,Feroz Shah Kotla,SH,0,0,0,0,0,0
336,2013,Mumbai,13-04-2013,MI,PW,MI,bat,Wankhede Stadium,MI,0,0,0,0,0,0
337,2013,Chennai,13-04-2013,RCB,CSK,CSK,field,"MA Chidambaram Stadium, Chepauk",CSK,0,0,0,0,0,0
338,2013,Kolkata,14-04-2013,KKR,SH,KKR,bat,Eden Gardens,KKR,0,0,0,0,0,0
339,2013,Jaipur,14-04-2013,KXIP,RR,RR,field,Sawai Mansingh Stadium,RR,0,0,0,0,0,0
340,2013,Chennai,15-04-2013,PW,CSK,PW,bat,"MA Chidambaram Stadium, Chepauk",PW,0,0,0,0,0,0
341,2013,Chandigarh,16-04-2013,KXIP,KKR,KKR,field,"Punjab Cricket Association Stadium, Mohali",KXIP,0,0,0,0,0,0
342,2013,Bangalore,16-04-2013,DD,RCB,RCB,field,M Chinnaswamy Stadium,RCB,0,0,0,0,0,0
343,2013,Pune,17-04-2013,SH,PW,PW,field,Subrata Roy Sahara Stadium,SH,0,0,0,0,0,0
344,2013,Jaipur,17-04-2013,RR,MI,RR,bat,Sawai Mansingh Stadium,RR,0,0,0,0,0,0
345,2013,Delhi,18-04-2013,CSK,DD,CSK,bat,Feroz Shah Kotla,CSK,0,0,0,0,0,0
346,2013,Hyderabad,19-04-2013,KXIP,SH,KXIP,bat,"Rajiv Gandhi International Stadium, Uppal",SH,0,0,0,0,0,0
347,2013,Kolkata,20-04-2013,KKR,CSK,KKR,bat,Eden Gardens,CSK,0,0,0,0,0,0
348,2013,Bangalore,20-04-2013,RR,RCB,RCB,field,M Chinnaswamy Stadium,RCB,0,0,0,0,0,0
349,2013,Delhi,21-04-2013,MI,DD,MI,bat,Feroz Shah Kotla,DD,0,0,0,0,0,0
350,2013,Chandigarh,21-04-2013,PW,KXIP,KXIP,field,"Punjab Cricket Association Stadium, Mohali",KXIP,0,0,0,0,0,0
351,2013,Chennai,22-04-2013,RR,CSK,RR,bat,"MA Chidambaram Stadium, Chepauk",CSK,0,0,0,0,0,0
352,2013,Bangalore,23-04-2013,RCB,PW,PW,field,M Chinnaswamy Stadium,RCB,0,0,0,0,0,0
353,2013,Dharamsala,16-05-2013,KXIP,DD,DD,field,Himachal Pradesh Cricket Association Stadium,KXIP,0,0,0,0,0,0
354,2013,Kolkata,24-04-2013,KKR,MI,KKR,bat,Eden Gardens,MI,0,0,0,0,0,0
355,2013,Chennai,25-04-2013,SH,CSK,SH,bat,"MA Chidambaram Stadium, Chepauk",CSK,0,0,0,0,0,0
356,2013,Kolkata,26-04-2013,KXIP,KKR,KXIP,bat,Eden Gardens,KKR,0,0,0,0,0,0
357,2013,Jaipur,27-04-2013,SH,RR,SH,bat,Sawai Mansingh Stadium,RR,0,0,0,0,0,0
358,2013,Mumbai,27-04-2013,MI,RCB,MI,bat,Wankhede Stadium,MI,0,0,0,0,0,0
359,2013,Chennai,28-04-2013,CSK,KKR,KKR,field,"MA Chidambaram Stadium, Chepauk",CSK,0,0,0,0,0,0
360,2013,Raipur,28-04-2013,DD,PW,PW,field,Shaheed Veer Narayan Singh International Stadium,DD,0,0,0,0,0,0
361,2013,Jaipur,29-04-2013,RCB,RR,RR,field,Sawai Mansingh Stadium,RR,0,0,0,0,0,0
362,2013,Mumbai,29-04-2013,MI,KXIP,MI,bat,Wankhede Stadium,MI,0,0,0,0,0,0
363,2013,Pune,30-04-2013,CSK,PW,CSK,bat,Subrata Roy Sahara Stadium,CSK,0,0,0,0,0,0
364,2013,Hyderabad,01-05-2013,MI,SH,MI,bat,"Rajiv Gandhi International Stadium, Uppal",SH,0,0,0,0,0,0
365,2013,Raipur,01-05-2013,KKR,DD,KKR,bat,Shaheed Veer Narayan Singh International Stadium,DD,0,0,0,0,0,0
366,2013,Chennai,02-05-2013,CSK,KXIP,CSK,bat,"MA Chidambaram Stadium, Chepauk",CSK,0,0,0,0,0,0
367,2013,Pune,02-05-2013,RCB,PW,RCB,bat,Subrata Roy Sahara Stadium,RCB,0,0,0,0,0,0
368,2013,Kolkata,03-05-2013,RR,KKR,RR,bat,Eden Gardens,KKR,0,0,0,0,0,0
369,2013,Hyderabad,04-05-2013,DD,SH,DD,bat,"Rajiv Gandhi International Stadium, Uppal",SH,0,0,0,0,0,0
370,2013,Bangalore,14-05-2013,RCB,KXIP,KXIP,field,M Chinnaswamy Stadium,KXIP,0,0,0,0,0,0
371,2013,Mumbai,05-05-2013,MI,CSK,MI,bat,Wankhede Stadium,MI,0,0,0,0,0,0
372,2013,Jaipur,05-05-2013,PW,RR,PW,bat,Sawai Mansingh Stadium,RR,0,0,0,0,0,0
373,2013,Bangalore,09-04-2013,SH,RCB,SH,bat,M Chinnaswamy Stadium,RCB,0,0,0,0,0,0
374,2013,Jaipur,07-05-2013,DD,RR,DD,bat,Sawai Mansingh Stadium,RR,0,0,0,0,0,0
375,2013,Mumbai,07-05-2013,MI,KKR,MI,bat,Wankhede Stadium,MI,0,0,0,0,0,0
376,2013,Hyderabad,08-05-2013,CSK,SH,SH,field,"Rajiv Gandhi International Stadium, Uppal",CSK,0,0,0,0,0,0
377,2013,Chandigarh,09-05-2013,KXIP,RR,RR,field,"Punjab Cricket Association Stadium, Mohali",RR,0,0,0,0,0,0
378,2013,Pune,09-05-2013,KKR,PW,KKR,bat,Subrata Roy Sahara Stadium,KKR,0,0,0,0,0,0
379,2013,Delhi,10-05-2013,RCB,DD,DD,field,Feroz Shah Kotla,RCB,0,0,0,0,0,0
380,2013,Pune,11-05-2013,PW,MI,PW,bat,Subrata Roy Sahara Stadium,MI,0,0,0,0,0,0
381,2013,Chandigarh,11-05-2013,SH,KXIP,KXIP,field,"Punjab Cricket Association Stadium, Mohali",SH,0,0,0,0,0,0
382,2013,Ranchi,12-05-2013,RCB,KKR,KKR,field,JSCA International Stadium Complex,KKR,0,0,0,0,0,0
383,2013,Jaipur,12-05-2013,CSK,RR,RR,field,Sawai Mansingh Stadium,RR,0,0,0,0,0,0
384,2013,Delhi,23-04-2013,DD,KXIP,KXIP,field,Feroz Shah Kotla,KXIP,0,0,0,0,0,0
385,2013,Mumbai,13-05-2013,SH,MI,SH,bat,Wankhede Stadium,MI,0,0,0,0,0,0
386,2013,Ranchi,15-05-2013,PW,KKR,KKR,field,JSCA International Stadium Complex,PW,0,0,0,0,0,0
387,2013,Chennai,14-05-2013,CSK,DD,CSK,bat,"MA Chidambaram Stadium, Chepauk",CSK,0,0,0,0,0,0
388,2013,Mumbai,15-05-2013,MI,RR,RR,field,Wankhede Stadium,MI,0,0,0,0,0,0
389,2013,Chandigarh,06-05-2013,RCB,KXIP,KXIP,field,"Punjab Cricket Association Stadium, Mohali",KXIP,0,0,0,0,0,0
390,2013,Hyderabad,17-05-2013,SH,RR,SH,bat,"Rajiv Gandhi International Stadium, Uppal",SH,0,0,0,0,0,0
391,2013,Dharamsala,18-05-2013,KXIP,MI,MI,field,Himachal Pradesh Cricket Association Stadium,KXIP,0,0,0,0,0,0
392,2013,Pune,19-05-2013,PW,DD,PW,bat,Subrata Roy Sahara Stadium,PW,0,0,0,0,0,0
393,2013,Bangalore,18-05-2013,RCB,CSK,CSK,field,M Chinnaswamy Stadium,RCB,0,0,0,0,0,0
394,2013,Hyderabad,19-05-2013,KKR,SH,KKR,bat,"Rajiv Gandhi International Stadium, Uppal",SH,0,0,0,0,0,0
395,2013,Delhi,21-05-2013,CSK,MI,CSK,bat,Feroz Shah Kotla,CSK,0,0,0,0,0,0
396,2013,Delhi,22-05-2013,SH,RR,SH,bat,Feroz Shah Kotla,RR,0,0,0,0,0,0
397,2013,Kolkata,24-05-2013,RR,MI,RR,bat,Eden Gardens,MI,0,0,0,0,0,0
398,2013,Kolkata,26-05-2013,MI,CSK,MI,bat,Eden Gardens,MI,0,0,0,0,0,0
399,2014,Abu Dhabi,16-04-2014,KKR,MI,KKR,bat,Sheikh Zayed Stadium,KKR,0,0,0,0,0,0
400,2014,Sharjah,17-04-2014,DD,RCB,RCB,field,Sharjah Cricket Stadium,RCB,0,0,0,0,0,0
401,2014,Abu Dhabi,18-04-2014,CSK,KXIP,CSK,bat,Sheikh Zayed Stadium,KXIP,0,0,0,0,0,0
402,2014,Abu Dhabi,18-04-2014,SH,RR,RR,field,Sheikh Zayed Stadium,RR,0,0,0,0,0,0
403,2014,,19-04-2014,MI,RCB,RCB,field,Dubai International Cricket Stadium,RCB,0,0,0,0,0,0
404,2014,,19-04-2014,KKR,DD,KKR,bat,Dubai International Cricket Stadium,DD,0,0,0,0,0,0
405,2014,Sharjah,20-04-2014,RR,KXIP,KXIP,field,Sharjah Cricket Stadium,KXIP,0,0,0,0,0,0
406,2014,Abu Dhabi,21-04-2014,CSK,DD,CSK,bat,Sheikh Zayed Stadium,CSK,0,0,0,0,0,0
407,2014,Sharjah,22-04-2014,KXIP,SH,SH,field,Sharjah Cricket Stadium,KXIP,0,0,0,0,0,0
408,2014,,23-04-2014,CSK,RR,RR,field,Dubai International Cricket Stadium,CSK,0,0,0,0,0,0
409,2014,Sharjah,24-04-2014,KKR,RCB,RCB,field,Sharjah Cricket Stadium,KKR,0,0,0,0,0,0
410,2014,,25-04-2014,SH,DD,SH,bat,Dubai International Cricket Stadium,SH,0,0,0,0,0,0
411,2014,,25-04-2014,MI,CSK,MI,bat,Dubai International Cricket Stadium,CSK,0,0,0,0,0,0
412,2014,Abu Dhabi,26-04-2014,RCB,RR,RR,field,Sheikh Zayed Stadium,RR,0,0,0,0,0,0
413,2014,Abu Dhabi,26-04-2014,KXIP,KKR,KKR,field,Sheikh Zayed Stadium,KXIP,0,0,0,0,0,0
414,2014,Sharjah,27-04-2014,MI,DD,MI,bat,Sharjah Cricket Stadium,DD,0,0,0,0,0,0
415,2014,Sharjah,27-04-2014,SH,CSK,SH,bat,Sharjah Cricket Stadium,CSK,0,0,0,0,0,0
416,2014,,28-04-2014,RCB,KXIP,KXIP,field,Dubai International Cricket Stadium,KXIP,0,0,0,0,0,0
417,2014,Abu Dhabi,29-04-2014,RR,KKR,RR,bat,Sheikh Zayed Stadium,RR,0,0,0,0,0,0
418,2014,,30-04-2014,SH,MI,MI,field,Dubai International Cricket Stadium,SH,0,0,0,0,0,0
419,2014,Ranchi,02-05-2014,CSK,KKR,CSK,bat,JSCA International Stadium Complex,CSK,0,0,0,0,0,0
420,2014,Mumbai,03-05-2014,KXIP,MI,KXIP,bat,Wankhede Stadium,MI,0,0,0,0,0,0
421,2014,Delhi,03-05-2014,DD,RR,RR,field,Feroz Shah Kotla,RR,0,0,0,0,0,0
422,2014,Bangalore,04-05-2014,SH,RCB,RCB,field,M Chinnaswamy Stadium,RCB,0,0,0,0,0,0
423,2014,Ahmedabad,05-05-2014,RR,KKR,KKR,field,"Sardar Patel Stadium, Motera",RR,0,0,0,0,0,0
424,2014,Delhi,05-05-2014,DD,CSK,CSK,field,Feroz Shah Kotla,CSK,0,0,0,0,0,0
425,2014,Mumbai,06-05-2014,MI,RCB,RCB,field,Wankhede Stadium,MI,0,0,0,0,0,0
426,2014,Delhi,07-05-2014,DD,KKR,DD,bat,Feroz Shah Kotla,KKR,0,0,0,0,0,0
427,2014,Cuttack,07-05-2014,KXIP,CSK,CSK,field,Barabati Stadium,KXIP,0,0,0,0,0,0
428,2014,Ahmedabad,08-05-2014,SH,RR,RR,field,"Sardar Patel Stadium, Motera",SH,0,0,0,0,0,0
429,2014,Bangalore,09-05-2014,KXIP,RCB,RCB,field,M Chinnaswamy Stadium,KXIP,0,0,0,0,0,0
430,2014,Delhi,10-05-2014,DD,SH,SH,field,Feroz Shah Kotla,SH,0,0,0,0,0,0
431,2014,Mumbai,10-05-2014,MI,CSK,CSK,field,Wankhede Stadium,CSK,0,0,0,0,0,0
432,2014,Cuttack,11-05-2014,KXIP,KKR,KKR,field,Barabati Stadium,KKR,0,0,0,0,0,0
433,2014,Bangalore,11-05-2014,RCB,RR,RCB,bat,M Chinnaswamy Stadium,RR,0,0,0,0,0,0
434,2014,Hyderabad,12-05-2014,SH,MI,SH,bat,"Rajiv Gandhi International Stadium, Uppal",MI,0,0,0,0,0,0
435,2014,Ranchi,13-05-2014,RR,CSK,RR,bat,JSCA International Stadium Complex,CSK,0,0,0,0,0,0
436,2014,Bangalore,13-05-2014,RCB,DD,DD,field,M Chinnaswamy Stadium,RCB,0,0,0,0,0,0
437,2014,Hyderabad,14-05-2014,SH,KXIP,KXIP,field,"Rajiv Gandhi International Stadium, Uppal",KXIP,0,0,0,0,0,0
438,2014,Cuttack,14-05-2014,MI,KKR,KKR,field,Barabati Stadium,KKR,0,0,0,0,0,0
439,2014,Ahmedabad,15-05-2014,RR,DD,DD,field,"Sardar Patel Stadium, Motera",RR,0,0,0,0,0,0
440,2014,Ranchi,18-05-2014,CSK,RCB,CSK,bat,JSCA International Stadium Complex,RCB,0,0,0,0,0,0
441,2014,Hyderabad,18-05-2014,SH,KKR,SH,bat,"Rajiv Gandhi International Stadium, Uppal",KKR,0,0,0,0,0,0
442,2014,Ahmedabad,19-05-2014,MI,RR,MI,bat,"Sardar Patel Stadium, Motera",MI,0,0,0,0,0,0
443,2014,Delhi,19-05-2014,DD,KXIP,KXIP,field,Feroz Shah Kotla,KXIP,0,0,0,0,0,0
444,2014,Hyderabad,20-05-2014,RCB,SH,RCB,bat,"Rajiv Gandhi International Stadium, Uppal",SH,0,0,0,0,0,0
445,2014,Kolkata,20-05-2014,CSK,KKR,KKR,field,Eden Gardens,KKR,0,0,0,0,0,0
446,2014,Chandigarh,21-05-2014,KXIP,MI,MI,field,"Punjab Cricket Association Stadium, Mohali",MI,0,0,0,0,0,0
447,2014,Kolkata,22-05-2014,KKR,RCB,RCB,field,Eden Gardens,KKR,0,0,0,0,0,0
448,2014,Ranchi,22-05-2014,CSK,SH,SH,field,JSCA International Stadium Complex,SH,0,0,0,0,0,0
449,2014,Mumbai,23-05-2014,MI,DD,DD,field,Wankhede Stadium,MI,0,0,0,0,0,0
450,2014,Chandigarh,23-05-2014,KXIP,RR,RR,field,"Punjab Cricket Association Stadium, Mohali",KXIP,0,0,0,0,0,0
451,2014,Bangalore,24-05-2014,RCB,CSK,CSK,field,M Chinnaswamy Stadium,CSK,0,0,0,0,0,0
452,2014,Kolkata,24-05-2014,SH,KKR,KKR,field,Eden Gardens,KKR,0,0,0,0,0,0
