,id,season,city,date,home_team,away_team,toss_winner,toss_decision,venue,winner,weight_home,weight_away,totMatch_home,totMatch_away,playerPtsSum_home,playerPtsSum_away
191,192,2011,Kolkata,17-04-2011,RR,KKR,KKR,field,Eden Gardens,away,91.38461538,102.7333333,13,15,1188,1541
192,193,2011,Kochi,18-04-2011,CSK,KTK,KTK,field,Nehru Stadium,away,110.8125,95.57142857,16,14,1773,1338
193,194,2011,Delhi,19-04-2011,DC,DD,DC,bat,Feroz Shah Kotla,home,115.5,96.42857143,14,14,1617,1350
194,195,2011,Mumbai,20-04-2011,PW,MI,PW,bat,Wankhede Stadium,away,93.35714286,101.125,14,16,1307,1618
195,196,2011,Kolkata,20-04-2011,KTK,KKR,KKR,field,Eden Gardens,home,95.57142857,102.7333333,14,15,1338,1541
196,197,2011,Chandigarh,21-04-2011,KXIP,RR,RR,field,"Punjab Cricket Association Stadium, Mohali",home,116.0,91.38461538,14,13,1624,1188
197,198,2011,Mumbai,22-04-2011,MI,CSK,CSK,field,Wankhede Stadium,home,101.125,110.8125,16,16,1618,1773
198,199,2011,Kolkata,22-04-2011,KKR,RCB,RCB,field,Eden Gardens,away,102.7333333,108.5625,15,16,1541,1737
199,200,2011,Delhi,23-04-2011,DD,KXIP,KXIP,field,Feroz Shah Kotla,home,96.42857143,116.0,14,14,1350,1624
200,201,2011,Hyderabad,24-04-2011,MI,DC,DC,field,"Rajiv Gandhi International Stadium, Uppal",home,101.125,115.5,16,14,1618,1617
201,202,2011,Jaipur,24-04-2011,KTK,RR,RR,field,Sawai Mansingh Stadium,away,95.57142857,91.38461538,14,13,1338,1188
202,203,2011,Chennai,25-04-2011,CSK,PW,PW,field,"MA Chidambaram Stadium, Chepauk",home,110.8125,93.35714286,16,14,1773,1307
203,204,2011,Delhi,26-04-2011,DD,RCB,RCB,field,Feroz Shah Kotla,away,96.42857143,108.5625,14,16,1350,1737
204,205,2011,Mumbai,27-04-2011,PW,CSK,PW,bat,Dr DY Patil Sports Academy,away,93.35714286,110.8125,14,16,1307,1773
205,206,2011,Kochi,27-04-2011,DC,KTK,KTK,field,Nehru Stadium,home,115.5,95.57142857,14,14,1617,1338
206,207,2011,Delhi,28-04-2011,KKR,DD,DD,field,Feroz Shah Kotla,home,102.7333333,96.42857143,15,14,1541,1350
207,208,2011,Jaipur,29-04-2011,MI,RR,RR,field,Sawai Mansingh Stadium,away,101.125,91.38461538,16,13,1618,1188
208,209,2011,Bangalore,29-04-2011,RCB,PW,PW,field,M Chinnaswamy Stadium,home,108.5625,93.35714286,16,14,1737,1307
209,210,2011,Kochi,30-04-2011,DD,KTK,DD,bat,Nehru Stadium,home,96.42857143,95.57142857,14,14,1350,1338
210,211,2011,Kolkata,30-04-2011,KXIP,KKR,KKR,field,Eden Gardens,away,116.0,102.7333333,14,15,1624,1541
211,212,2011,Jaipur,01-05-2011,PW,RR,RR,field,Sawai Mansingh Stadium,away,93.35714286,91.38461538,14,13,1307,1188
212,213,2011,Chennai,01-05-2011,CSK,DC,CSK,bat,"MA Chidambaram Stadium, Chepauk",home,110.8125,115.5,16,14,1773,1617
213,214,2011,Mumbai,02-05-2011,MI,KXIP,KXIP,field,Wankhede Stadium,home,101.125,116.0,16,14,1618,1624
214,215,2011,Delhi,02-05-2011,DD,KTK,KTK,field,Feroz Shah Kotla,away,96.42857143,95.57142857,14,14,1350,1338
215,216,2011,Hyderabad,03-05-2011,KKR,DC,DC,field,"Rajiv Gandhi International Stadium, Uppal",home,102.7333333,115.5,15,14,1541,1617
216,217,2011,Chennai,04-05-2011,RR,CSK,RR,bat,"MA Chidambaram Stadium, Chepauk",away,91.38461538,110.8125,13,16,1188,1773
217,218,2011,Mumbai,04-05-2011,MI,PW,PW,field,Dr DY Patil Sports Academy,home,101.125,93.35714286,16,14,1618,1307
218,219,2011,Kochi,05-05-2011,KTK,KKR,KKR,field,Nehru Stadium,home,95.57142857,102.7333333,14,15,1338,1541
219,220,2011,Hyderabad,05-05-2011,DC,DD,DD,field,"Rajiv Gandhi International Stadium, Uppal",away,115.5,96.42857143,14,14,1617,1350
220,221,2011,Bangalore,06-05-2011,RCB,KXIP,KXIP,field,M Chinnaswamy Stadium,home,108.5625,116.0,16,14,1737,1624
221,222,2011,Kolkata,07-05-2011,CSK,KKR,CSK,bat,Eden Gardens,away,110.8125,102.7333333,16,15,1773,1541
222,223,2011,Mumbai,07-05-2011,MI,DD,DD,field,Wankhede Stadium,home,101.125,96.42857143,16,14,1618,1350
223,224,2011,Bangalore,08-05-2011,KTK,RCB,KTK,bat,M Chinnaswamy Stadium,away,95.57142857,108.5625,14,16,1338,1737
224,225,2011,Chandigarh,08-05-2011,KXIP,PW,KXIP,bat,"Punjab Cricket Association Stadium, Mohali",away,116.0,93.35714286,14,14,1624,1307
225,226,2011,Jaipur,09-05-2011,CSK,RR,RR,field,Sawai Mansingh Stadium,home,110.8125,91.38461538,16,13,1773,1188
226,227,2011,Hyderabad,10-05-2011,DC,PW,DC,bat,"Rajiv Gandhi International Stadium, Uppal",away,115.5,93.35714286,14,14,1617,1307
227,228,2011,Chandigarh,10-05-2011,KXIP,MI,MI,field,"Punjab Cricket Association Stadium, Mohali",home,116.0,101.125,14,16,1624,1618
228,229,2011,Jaipur,11-05-2011,RR,RCB,RCB,field,Sawai Mansingh Stadium,away,91.38461538,108.5625,13,16,1188,1737
229,230,2011,Chennai,12-05-2011,CSK,DD,CSK,bat,"MA Chidambaram Stadium, Chepauk",home,110.8125,96.42857143,16,14,1773,1350
230,231,2011,Indore,13-05-2011,KTK,KXIP,KXIP,field,Holkar Cricket Stadium,away,95.57142857,116.0,14,14,1338,1624
231,232,2011,Bangalore,14-05-2011,KKR,RCB,RCB,field,M Chinnaswamy Stadium,away,102.7333333,108.5625,15,16,1541,1737
232,233,2011,Mumbai,14-05-2011,DC,MI,DC,bat,Wankhede Stadium,home,115.5,101.125,14,16,1617,1618
233,234,2011,Dharamsala,15-05-2011,KXIP,DD,DD,field,Himachal Pradesh Cricket Association Stadium,home,116.0,96.42857143,14,14,1624,1350
234,235,2011,Indore,15-05-2011,RR,KTK,KTK,field,Holkar Cricket Stadium,away,91.38461538,95.57142857,13,14,1188,1338
235,236,2011,Mumbai,16-05-2011,PW,DC,DC,field,Dr DY Patil Sports Academy,away,93.35714286,115.5,14,14,1307,1617
236,237,2011,Dharamsala,17-05-2011,KXIP,RCB,KXIP,bat,Himachal Pradesh Cricket Association Stadium,home,116.0,108.5625,14,16,1624,1737
237,238,2011,Chennai,18-05-2011,CSK,KTK,CSK,bat,"MA Chidambaram Stadium, Chepauk",home,110.8125,95.57142857,16,14,1773,1338
238,239,2011,Mumbai,19-05-2011,PW,KKR,KKR,field,Dr DY Patil Sports Academy,away,93.35714286,102.7333333,14,15,1307,1541
239,240,2011,Mumbai,20-05-2011,MI,RR,MI,bat,Wankhede Stadium,away,101.125,91.38461538,16,13,1618,1188
240,241,2011,Dharamsala,21-05-2011,DC,KXIP,KXIP,field,Himachal Pradesh Cricket Association Stadium,home,115.5,116.0,14,14,1617,1624
241,242,2011,Delhi,21-05-2011,DD,PW,DD,bat,Feroz Shah Kotla,,96.42857143,93.35714286,14,14,1350,1307
242,243,2011,Bangalore,22-05-2011,CSK,RCB,RCB,field,M Chinnaswamy Stadium,away,110.8125,108.5625,16,16,1773,1737
243,244,2011,Kolkata,22-05-2011,KKR,MI,MI,field,Eden Gardens,away,102.7333333,101.125,15,16,1541,1618
244,245,2011,Mumbai,24-05-2011,RCB,CSK,CSK,field,Wankhede Stadium,away,108.5625,110.8125,16,16,1737,1773
245,246,2011,Mumbai,25-05-2011,KKR,MI,MI,field,Wankhede Stadium,away,102.7333333,101.125,15,16,1541,1618
246,247,2011,Chennai,27-05-2011,RCB,MI,MI,field,"MA Chidambaram Stadium, Chepauk",home,108.5625,101.125,16,16,1737,1618
247,248,2011,Chennai,28-05-2011,CSK,RCB,CSK,bat,"MA Chidambaram Stadium, Chepauk",home,110.8125,108.5625,16,16,1773,1737
248,249,2012,Chennai,04-04-2012,CSK,MI,MI,field,"MA Chidambaram Stadium, Chepauk",away,103.61111109999999,103.4117647,18,17,1865,1758
249,250,2012,Kolkata,05-04-2012,KKR,DD,DD,field,Eden Gardens,away,93.76470588,90.33333333,17,18,1594,1626
250,251,2012,Mumbai,06-04-2012,PW,MI,MI,field,Wankhede Stadium,home,75.8125,103.4117647,16,17,1213,1758
251,252,2012,Jaipur,06-04-2012,RR,KXIP,KXIP,field,Sawai Mansingh Stadium,home,84.6875,98.5,16,16,1355,1576
252,253,2012,Bangalore,07-04-2012,RCB,DD,DD,field,M Chinnaswamy Stadium,home,114.73333329999998,90.33333333,15,18,1721,1626
253,254,2012,Visakhapatnam,07-04-2012,CSK,DC,DC,field,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,home,103.61111109999999,98.46666667,18,15,1865,1477
254,255,2012,Jaipur,08-04-2012,RR,KKR,KKR,field,Sawai Mansingh Stadium,home,84.6875,93.76470588,16,17,1355,1594
255,256,2012,Pune,08-04-2012,PW,KXIP,PW,bat,Subrata Roy Sahara Stadium,home,75.8125,98.5,16,16,1213,1576
256,257,2012,Visakhapatnam,09-04-2012,DC,MI,DC,bat,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,away,98.46666667,103.4117647,15,17,1477,1758
257,258,2012,Bangalore,10-04-2012,KKR,RCB,RCB,field,M Chinnaswamy Stadium,home,93.76470588,114.73333329999998,17,15,1594,1721
258,259,2012,Delhi,10-04-2012,CSK,DD,DD,field,Feroz Shah Kotla,away,103.61111109999999,90.33333333,18,18,1865,1626
259,260,2012,Mumbai,11-04-2012,MI,RR,RR,field,Wankhede Stadium,home,103.4117647,84.6875,17,16,1758,1355
260,261,2012,Chennai,12-04-2012,RCB,CSK,RCB,bat,"MA Chidambaram Stadium, Chepauk",away,114.73333329999998,103.61111109999999,15,18,1721,1865
261,262,2012,Chandigarh,12-04-2012,PW,KXIP,KXIP,field,"Punjab Cricket Association Stadium, Mohali",away,75.8125,98.5,16,16,1213,1576
262,263,2012,Kolkata,13-04-2012,RR,KKR,RR,bat,Eden Gardens,away,84.6875,93.76470588,16,17,1355,1594
263,264,2012,Delhi,19-04-2012,DC,DD,DC,bat,Feroz Shah Kotla,away,98.46666667,90.33333333,15,18,1477,1626
264,265,2012,Pune,14-04-2012,CSK,PW,CSK,bat,Subrata Roy Sahara Stadium,away,103.61111109999999,75.8125,18,16,1865,1213
265,266,2012,Kolkata,15-04-2012,KXIP,KKR,KKR,field,Eden Gardens,home,98.5,93.76470588,16,17,1576,1594
266,267,2012,Bangalore,15-04-2012,RR,RCB,RR,bat,M Chinnaswamy Stadium,home,84.6875,114.73333329999998,16,15,1355,1721
267,268,2012,Mumbai,16-04-2012,MI,DD,DD,field,Wankhede Stadium,away,103.4117647,90.33333333,17,18,1758,1626
268,269,2012,Jaipur,17-04-2012,DC,RR,DC,bat,Sawai Mansingh Stadium,away,98.46666667,84.6875,15,16,1477,1355
269,270,2012,Bangalore,17-04-2012,PW,RCB,PW,bat,M Chinnaswamy Stadium,away,75.8125,114.73333329999998,16,15,1213,1721
270,271,2012,Chandigarh,18-04-2012,KXIP,KKR,KXIP,bat,"Punjab Cricket Association Stadium, Mohali",away,98.5,93.76470588,16,17,1576,1594
271,272,2012,Hyderabad,10-05-2012,DC,DD,DC,bat,"Rajiv Gandhi International Stadium, Uppal",away,98.46666667,90.33333333,15,18,1477,1626
272,273,2012,Chennai,19-04-2012,CSK,PW,PW,field,"MA Chidambaram Stadium, Chepauk",home,103.61111109999999,75.8125,18,16,1865,1213
273,274,2012,Chandigarh,20-04-2012,KXIP,RCB,RCB,field,"Punjab Cricket Association Stadium, Mohali",away,98.5,114.73333329999998,16,15,1576,1721
274,275,2012,Chennai,21-04-2012,RR,CSK,RR,bat,"MA Chidambaram Stadium, Chepauk",away,84.6875,103.61111109999999,16,18,1355,1865
275,276,2012,Delhi,21-04-2012,PW,DD,DD,field,Feroz Shah Kotla,home,75.8125,90.33333333,16,18,1213,1626
276,277,2012,Mumbai,22-04-2012,MI,KXIP,MI,bat,Wankhede Stadium,away,103.4117647,98.5,17,16,1758,1576
277,278,2012,Cuttack,22-04-2012,DC,KKR,KKR,field,Barabati Stadium,away,98.46666667,93.76470588,15,17,1477,1594
278,279,2012,Jaipur,23-04-2012,RCB,RR,RR,field,Sawai Mansingh Stadium,home,114.73333329999998,84.6875,15,16,1721,1355
279,280,2012,Pune,24-04-2012,PW,DD,PW,bat,Subrata Roy Sahara Stadium,away,75.8125,90.33333333,16,18,1213,1626
280,281,2012,Chandigarh,25-04-2012,KXIP,MI,KXIP,bat,"Punjab Cricket Association Stadium, Mohali",away,98.5,103.4117647,16,17,1576,1758
281,282,2012,Pune,26-04-2012,DC,PW,DC,bat,Subrata Roy Sahara Stadium,home,98.46666667,75.8125,15,16,1477,1213
282,283,2012,Delhi,27-04-2012,DD,MI,MI,field,Feroz Shah Kotla,home,90.33333333,103.4117647,18,17,1626,1758
283,284,2012,Chennai,28-04-2012,KXIP,CSK,KXIP,bat,"MA Chidambaram Stadium, Chepauk",home,98.5,103.61111109999999,16,18,1576,1865
284,285,2012,Kolkata,28-04-2012,KKR,RCB,KKR,bat,Eden Gardens,home,93.76470588,114.73333329999998,17,15,1594,1721
285,286,2012,Delhi,29-04-2012,DD,RR,DD,bat,Feroz Shah Kotla,home,90.33333333,84.6875,18,16,1626,1355
286,287,2012,Mumbai,29-04-2012,DC,MI,MI,field,Wankhede Stadium,away,98.46666667,103.4117647,15,17,1477,1758
287,288,2012,Chennai,30-04-2012,CSK,KKR,CSK,bat,"MA Chidambaram Stadium, Chepauk",away,103.61111109999999,93.76470588,18,17,1865,1594
288,289,2012,Cuttack,01-05-2012,DC,PW,DC,bat,Barabati Stadium,home,98.46666667,75.8125,15,16,1477,1213
289,290,2012,Jaipur,01-05-2012,RR,DD,RR,bat,Sawai Mansingh Stadium,away,84.6875,90.33333333,16,18,1355,1626
290,291,2012,Bangalore,02-05-2012,RCB,KXIP,KXIP,field,M Chinnaswamy Stadium,away,114.73333329999998,98.5,15,16,1721,1576
291,292,2012,Pune,03-05-2012,MI,PW,MI,bat,Subrata Roy Sahara Stadium,home,103.4117647,75.8125,17,16,1758,1213
292,293,2012,Chennai,04-05-2012,CSK,DC,CSK,bat,"MA Chidambaram Stadium, Chepauk",home,103.61111109999999,98.46666667,18,15,1865,1477
293,294,2012,Kolkata,05-05-2012,KKR,PW,KKR,bat,Eden Gardens,home,93.76470588,75.8125,17,16,1594,1213
294,295,2012,Chandigarh,05-05-2012,RR,KXIP,RR,bat,"Punjab Cricket Association Stadium, Mohali",home,84.6875,98.5,16,16,1355,1576
295,296,2012,Mumbai,06-05-2012,CSK,MI,MI,field,Wankhede Stadium,away,103.61111109999999,103.4117647,18,17,1865,1758
296,297,2012,Bangalore,06-05-2012,DC,RCB,RCB,field,M Chinnaswamy Stadium,away,98.46666667,114.73333329999998,15,15,1477,1721
297,298,2012,Delhi,07-05-2012,DD,KKR,DD,bat,Feroz Shah Kotla,away,90.33333333,93.76470588,18,17,1626,1594
298,299,2012,Pune,08-05-2012,PW,RR,PW,bat,Subrata Roy Sahara Stadium,away,75.8125,84.6875,16,16,1213,1355
299,300,2012,Hyderabad,08-05-2012,KXIP,DC,DC,field,"Rajiv Gandhi International Stadium, Uppal",home,98.5,98.46666667,16,15,1576,1477
300,301,2012,Mumbai,09-05-2012,MI,RCB,RCB,field,Wankhede Stadium,away,103.4117647,114.73333329999998,17,15,1758,1721
301,302,2012,Jaipur,10-05-2012,RR,CSK,CSK,field,Sawai Mansingh Stadium,away,84.6875,103.61111109999999,16,18,1355,1865
302,303,2012,Pune,11-05-2012,RCB,PW,PW,field,Subrata Roy Sahara Stadium,home,114.73333329999998,75.8125,15,16,1721,1213
303,304,2012,Kolkata,12-05-2012,MI,KKR,MI,bat,Eden Gardens,home,103.4117647,93.76470588,17,17,1758,1594
304,305,2012,Chennai,12-05-2012,DD,CSK,CSK,field,"MA Chidambaram Stadium, Chepauk",away,90.33333333,103.61111109999999,18,18,1626,1865
305,306,2012,Jaipur,13-05-2012,RR,PW,RR,bat,Sawai Mansingh Stadium,home,84.6875,75.8125,16,16,1355,1213
306,307,2012,Chandigarh,13-05-2012,DC,KXIP,DC,bat,"Punjab Cricket Association Stadium, Mohali",away,98.46666667,98.5,15,16,1477,1576
307,308,2012,Bangalore,14-05-2012,RCB,MI,MI,field,M Chinnaswamy Stadium,away,114.73333329999998,103.4117647,15,17,1721,1758
308,309,2012,Kolkata,14-05-2012,KKR,CSK,CSK,field,Eden Gardens,away,93.76470588,103.61111109999999,17,18,1594,1865
309,310,2012,Delhi,15-05-2012,KXIP,DD,KXIP,bat,Feroz Shah Kotla,away,98.5,90.33333333,16,18,1576,1626
310,311,2012,Mumbai,16-05-2012,KKR,MI,MI,field,Wankhede Stadium,home,93.76470588,103.4117647,17,17,1594,1758
311,312,2012,Dharamsala,17-05-2012,CSK,KXIP,KXIP,field,Himachal Pradesh Cricket Association Stadium,away,103.61111109999999,98.5,18,16,1865,1576
312,313,2012,Delhi,17-05-2012,RCB,DD,DD,field,Feroz Shah Kotla,home,114.73333329999998,90.33333333,15,18,1721,1626
313,314,2012,Hyderabad,18-05-2012,RR,DC,RR,bat,"Rajiv Gandhi International Stadium, Uppal",away,84.6875,98.46666667,16,15,1355,1477
314,315,2012,Dharamsala,19-05-2012,KXIP,DD,DD,field,Himachal Pradesh Cricket Association Stadium,away,98.5,90.33333333,16,18,1576,1626
315,316,2012,Pune,19-05-2012,KKR,PW,KKR,bat,Subrata Roy Sahara Stadium,home,93.76470588,75.8125,17,16,1594,1213
316,317,2012,Hyderabad,20-05-2012,DC,RCB,RCB,field,"Rajiv Gandhi International Stadium, Uppal",home,98.46666667,114.73333329999998,15,15,1477,1721
317,318,2012,Jaipur,20-05-2012,RR,MI,RR,bat,Sawai Mansingh Stadium,away,84.6875,103.4117647,16,17,1355,1758
318,319,2012,Pune,22-05-2012,KKR,DD,KKR,bat,Subrata Roy Sahara Stadium,home,93.76470588,90.33333333,17,18,1594,1626
319,320,2012,Bangalore,23-05-2012,CSK,MI,MI,field,M Chinnaswamy Stadium,home,103.61111109999999,103.4117647,18,17,1865,1758
320,321,2012,Chennai,25-05-2012,CSK,DD,DD,field,"MA Chidambaram Stadium, Chepauk",home,103.61111109999999,90.33333333,18,18,1865,1626
321,322,2012,Chennai,27-05-2012,CSK,KKR,CSK,bat,"MA Chidambaram Stadium, Chepauk",away,103.61111109999999,93.76470588,18,17,1865,1594
322,323,2013,Kolkata,03-04-2013,DD,KKR,KKR,field,Eden Gardens,away,90.8125,101.1875,16,16,1453,1619
323,324,2013,Bangalore,04-04-2013,RCB,MI,MI,field,M Chinnaswamy Stadium,home,112.9375,117.15789469999999,16,19,1807,2226
324,325,2013,Hyderabad,05-04-2013,SH,PW,PW,field,"Rajiv Gandhi International Stadium, Uppal",home,110.76470590000001,90.375,17,16,1883,1446
325,326,2013,Delhi,06-04-2013,RR,DD,RR,bat,Feroz Shah Kotla,home,109.2777778,90.8125,18,16,1967,1453
326,327,2013,Chennai,06-04-2013,MI,CSK,MI,bat,"MA Chidambaram Stadium, Chepauk",home,117.15789469999999,117.2777778,19,18,2226,2111
327,328,2013,Pune,07-04-2013,PW,KXIP,PW,bat,Subrata Roy Sahara Stadium,away,90.375,94.25,16,16,1446,1508
328,329,2013,Hyderabad,07-04-2013,RCB,SH,RCB,bat,"Rajiv Gandhi International Stadium, Uppal",away,112.9375,110.76470590000001,16,17,1807,1883
329,330,2013,Jaipur,08-04-2013,RR,KKR,KKR,field,Sawai Mansingh Stadium,home,109.2777778,101.1875,18,16,1967,1619
330,331,2013,Mumbai,09-04-2013,MI,DD,MI,bat,Wankhede Stadium,home,117.15789469999999,90.8125,19,16,2226,1453
331,332,2013,Chandigarh,10-04-2013,KXIP,CSK,CSK,field,"Punjab Cricket Association Stadium, Mohali",away,94.25,117.2777778,16,18,1508,2111
332,333,2013,Bangalore,11-04-2013,KKR,RCB,RCB,field,M Chinnaswamy Stadium,away,101.1875,112.9375,16,16,1619,1807
333,334,2013,Pune,11-04-2013,RR,PW,RR,bat,Subrata Roy Sahara Stadium,away,109.2777778,90.375,18,16,1967,1446
334,335,2013,Delhi,12-04-2013,DD,SH,DD,bat,Feroz Shah Kotla,away,90.8125,110.76470590000001,16,17,1453,1883
335,336,2013,Mumbai,13-04-2013,MI,PW,MI,bat,Wankhede Stadium,home,117.15789469999999,90.375,19,16,2226,1446
336,337,2013,Chennai,13-04-2013,RCB,CSK,CSK,field,"MA Chidambaram Stadium, Chepauk",away,112.9375,117.2777778,16,18,1807,2111
337,338,2013,Kolkata,14-04-2013,KKR,SH,KKR,bat,Eden Gardens,home,101.1875,110.76470590000001,16,17,1619,1883
338,339,2013,Jaipur,14-04-2013,KXIP,RR,RR,field,Sawai Mansingh Stadium,away,94.25,109.2777778,16,18,1508,1967
339,340,2013,Chennai,15-04-2013,PW,CSK,PW,bat,"MA Chidambaram Stadium, Chepauk",home,90.375,117.2777778,16,18,1446,2111
340,341,2013,Chandigarh,16-04-2013,KXIP,KKR,KKR,field,"Punjab Cricket Association Stadium, Mohali",home,94.25,101.1875,16,16,1508,1619
341,342,2013,Bangalore,16-04-2013,DD,RCB,RCB,field,M Chinnaswamy Stadium,away,90.8125,112.9375,16,16,1453,1807
342,343,2013,Pune,17-04-2013,SH,PW,PW,field,Subrata Roy Sahara Stadium,home,110.76470590000001,90.375,17,16,1883,1446
343,344,2013,Jaipur,17-04-2013,RR,MI,RR,bat,Sawai Mansingh Stadium,home,109.2777778,117.15789469999999,18,19,1967,2226
344,345,2013,Delhi,18-04-2013,CSK,DD,CSK,bat,Feroz Shah Kotla,home,117.2777778,90.8125,18,16,2111,1453
345,346,2013,Hyderabad,19-04-2013,KXIP,SH,KXIP,bat,"Rajiv Gandhi International Stadium, Uppal",away,94.25,110.76470590000001,16,17,1508,1883
346,347,2013,Kolkata,20-04-2013,KKR,CSK,KKR,bat,Eden Gardens,away,101.1875,117.2777778,16,18,1619,2111
347,348,2013,Bangalore,20-04-2013,RR,RCB,RCB,field,M Chinnaswamy Stadium,away,109.2777778,112.9375,18,16,1967,1807
348,349,2013,Delhi,21-04-2013,MI,DD,MI,bat,Feroz Shah Kotla,away,117.15789469999999,90.8125,19,16,2226,1453
349,350,2013,Chandigarh,21-04-2013,PW,KXIP,KXIP,field,"Punjab Cricket Association Stadium, Mohali",away,90.375,94.25,16,16,1446,1508
350,351,2013,Chennai,22-04-2013,RR,CSK,RR,bat,"MA Chidambaram Stadium, Chepauk",away,109.2777778,117.2777778,18,18,1967,2111
351,352,2013,Bangalore,23-04-2013,RCB,PW,PW,field,M Chinnaswamy Stadium,home,112.9375,90.375,16,16,1807,1446
352,353,2013,Dharamsala,16-05-2013,KXIP,DD,DD,field,Himachal Pradesh Cricket Association Stadium,home,94.25,90.8125,16,16,1508,1453
353,354,2013,Kolkata,24-04-2013,KKR,MI,KKR,bat,Eden Gardens,away,101.1875,117.15789469999999,16,19,1619,2226
354,355,2013,Chennai,25-04-2013,SH,CSK,SH,bat,"MA Chidambaram Stadium, Chepauk",away,110.76470590000001,117.2777778,17,18,1883,2111
355,356,2013,Kolkata,26-04-2013,KXIP,KKR,KXIP,bat,Eden Gardens,away,94.25,101.1875,16,16,1508,1619
356,357,2013,Jaipur,27-04-2013,SH,RR,SH,bat,Sawai Mansingh Stadium,away,110.76470590000001,109.2777778,17,18,1883,1967
357,358,2013,Mumbai,27-04-2013,MI,RCB,MI,bat,Wankhede Stadium,home,117.15789469999999,112.9375,19,16,2226,1807
358,359,2013,Chennai,28-04-2013,CSK,KKR,KKR,field,"MA Chidambaram Stadium, Chepauk",home,117.2777778,101.1875,18,16,2111,1619
359,360,2013,Raipur,28-04-2013,DD,PW,PW,field,Shaheed Veer Narayan Singh International Stadium,home,90.8125,90.375,16,16,1453,1446
360,361,2013,Jaipur,29-04-2013,RCB,RR,RR,field,Sawai Mansingh Stadium,away,112.9375,109.2777778,16,18,1807,1967
361,362,2013,Mumbai,29-04-2013,MI,KXIP,MI,bat,Wankhede Stadium,home,117.15789469999999,94.25,19,16,2226,1508
362,363,2013,Pune,30-04-2013,CSK,PW,CSK,bat,Subrata Roy Sahara Stadium,home,117.2777778,90.375,18,16,2111,1446
363,364,2013,Hyderabad,01-05-2013,MI,SH,MI,bat,"Rajiv Gandhi International Stadium, Uppal",away,117.15789469999999,110.76470590000001,19,17,2226,1883
364,365,2013,Raipur,01-05-2013,KKR,DD,KKR,bat,Shaheed Veer Narayan Singh International Stadium,away,101.1875,90.8125,16,16,1619,1453
365,366,2013,Chennai,02-05-2013,CSK,KXIP,CSK,bat,"MA Chidambaram Stadium, Chepauk",home,117.2777778,94.25,18,16,2111,1508
366,367,2013,Pune,02-05-2013,RCB,PW,RCB,bat,Subrata Roy Sahara Stadium,home,112.9375,90.375,16,16,1807,1446
367,368,2013,Kolkata,03-05-2013,RR,KKR,RR,bat,Eden Gardens,away,109.2777778,101.1875,18,16,1967,1619
368,369,2013,Hyderabad,04-05-2013,DD,SH,DD,bat,"Rajiv Gandhi International Stadium, Uppal",away,90.8125,110.76470590000001,16,17,1453,1883
369,370,2013,Bangalore,14-05-2013,RCB,KXIP,KXIP,field,M Chinnaswamy Stadium,away,112.9375,94.25,16,16,1807,1508
370,371,2013,Mumbai,05-05-2013,MI,CSK,MI,bat,Wankhede Stadium,home,117.15789469999999,117.2777778,19,18,2226,2111
371,372,2013,Jaipur,05-05-2013,PW,RR,PW,bat,Sawai Mansingh Stadium,away,90.375,109.2777778,16,18,1446,1967
372,373,2013,Bangalore,09-04-2013,SH,RCB,SH,bat,M Chinnaswamy Stadium,away,110.76470590000001,112.9375,17,16,1883,1807
373,374,2013,Jaipur,07-05-2013,DD,RR,DD,bat,Sawai Mansingh Stadium,away,90.8125,109.2777778,16,18,1453,1967
374,375,2013,Mumbai,07-05-2013,MI,KKR,MI,bat,Wankhede Stadium,home,117.15789469999999,101.1875,19,16,2226,1619
375,376,2013,Hyderabad,08-05-2013,CSK,SH,SH,field,"Rajiv Gandhi International Stadium, Uppal",home,117.2777778,110.76470590000001,18,17,2111,1883
376,377,2013,Chandigarh,09-05-2013,KXIP,RR,RR,field,"Punjab Cricket Association Stadium, Mohali",away,94.25,109.2777778,16,18,1508,1967
377,378,2013,Pune,09-05-2013,KKR,PW,KKR,bat,Subrata Roy Sahara Stadium,home,101.1875,90.375,16,16,1619,1446
378,379,2013,Delhi,10-05-2013,RCB,DD,DD,field,Feroz Shah Kotla,home,112.9375,90.8125,16,16,1807,1453
379,380,2013,Pune,11-05-2013,PW,MI,PW,bat,Subrata Roy Sahara Stadium,away,90.375,117.15789469999999,16,19,1446,2226
380,381,2013,Chandigarh,11-05-2013,SH,KXIP,KXIP,field,"Punjab Cricket Association Stadium, Mohali",home,110.76470590000001,94.25,17,16,1883,1508
381,382,2013,Ranchi,12-05-2013,RCB,KKR,KKR,field,JSCA International Stadium Complex,away,112.9375,101.1875,16,16,1807,1619
382,383,2013,Jaipur,12-05-2013,CSK,RR,RR,field,Sawai Mansingh Stadium,away,117.2777778,109.2777778,18,18,2111,1967
383,384,2013,Delhi,23-04-2013,DD,KXIP,KXIP,field,Feroz Shah Kotla,away,90.8125,94.25,16,16,1453,1508
384,385,2013,Mumbai,13-05-2013,SH,MI,SH,bat,Wankhede Stadium,away,110.76470590000001,117.15789469999999,17,19,1883,2226
385,386,2013,Ranchi,15-05-2013,PW,KKR,KKR,field,JSCA International Stadium Complex,home,90.375,101.1875,16,16,1446,1619
